Folder,Results
poly-length-1000,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5040702222222222, 'AUC-PR': 0.09695266031379317}, {'Algorithm': 'COF', 'AUC-ROC': 0.5064166666666667, 'AUC-PR': 0.12614898456163653}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999986666666666, 'AUC-PR': 0.9999880109241391}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5830634444444445, 'AUC-PR': 0.12239947058303557}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5277551111111112, 'AUC-PR': 0.1342299045377594}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.45513711111111116, 'AUC-PR': 0.0835468006641712}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6932196666666667, 'AUC-PR': 0.23382721051531358}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6932196666666667, 'AUC-PR': 0.23382721051531358}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999598888888889, 'AUC-PR': 0.9996392950643004}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6932568888888888, 'AUC-PR': 0.23383433002539783}]"
rw-length-50,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5856341708542714, 'AUC-PR': 0.006183457762263559}, {'Algorithm': 'COF', 'AUC-ROC': 0.4944422110552764, 'AUC-PR': 0.004868409766558843}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999577889447236, 'AUC-PR': 0.9919207386845108}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6781085427135678, 'AUC-PR': 0.008011564377136592}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5854793969849246, 'AUC-PR': 0.006148191313601238}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8754793969849246, 'AUC-PR': 0.02069397421152601}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999879396984925, 'AUC-PR': 0.9974965548908432}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999879396984925, 'AUC-PR': 0.9974965548908432}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9992120603015076, 'AUC-PR': 0.8710322292861856}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999879396984925, 'AUC-PR': 0.9974965548908432}]"
poly-channels-single-of-20,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.2251161616161616, 'AUC-PR': 0.0059116076829590905}, {'Algorithm': 'COF', 'AUC-ROC': 0.47122929292929294, 'AUC-PR': 0.008792773304680087}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9972969696969697, 'AUC-PR': 0.6161916014414219}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5993252525252525, 'AUC-PR': 0.01148447996619891}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4471959595959596, 'AUC-PR': 0.008659547411113055}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8717414141414143, 'AUC-PR': 0.035683110114216085}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.1867959595959596, 'AUC-PR': 0.0058539211513197395}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.1867959595959596, 'AUC-PR': 0.0058539211513197395}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.8053383838383837, 'AUC-PR': 0.057951207346492145}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.18714242424242425, 'AUC-PR': 0.005857206159280291}]"
rw-diff-count-3,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.41796832756312324, 'AUC-PR': 0.05007829406473067}, {'Algorithm': 'COF', 'AUC-ROC': 0.45570392755073497, 'AUC-PR': 0.05651780259855435}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.985966178902406, 'AUC-PR': 0.6746700128230612}, {'Algorithm': 'KNN', 'AUC-ROC': 0.4770737596840778, 'AUC-PR': 0.06089780947816325}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5337454476774206, 'AUC-PR': 0.07031665301963755}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8972760445146448, 'AUC-PR': 0.09401237111093327}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.981721152376702, 'AUC-PR': 0.6933810425301669}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9817211523767021, 'AUC-PR': 0.6933810425301666}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9877071424183298, 'AUC-PR': 0.41279380516281494}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9817216600942628, 'AUC-PR': 0.6933819612482023}]"
rw-diff-count-4,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.44763151593872574, 'AUC-PR': 0.14541833339248686}, {'Algorithm': 'COF', 'AUC-ROC': 0.3596159689031886, 'AUC-PR': 0.05442828997705276}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9922487470880137, 'AUC-PR': 0.7622914472888952}, {'Algorithm': 'KNN', 'AUC-ROC': 0.43149771579698426, 'AUC-PR': 0.1787215972235109}, {'Algorithm': 'LOF', 'AUC-ROC': 0.47746522486306253, 'AUC-PR': 0.0730592207427739}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9111389022192581, 'AUC-PR': 0.2717452485042909}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.8322017648152924, 'AUC-PR': 0.6125774320301363}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9808063234932943, 'AUC-PR': 0.6062192574668508}]"
poly-type-variance,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4994323232323232, 'AUC-PR': 0.00927100775459286}, {'Algorithm': 'COF', 'AUC-ROC': 0.5323005050505051, 'AUC-PR': 0.012238593732291893}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999848484848486, 'AUC-PR': 0.9985260714639583}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6862540404040404, 'AUC-PR': 0.016146077180458615}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5743338383838383, 'AUC-PR': 0.014047310857635678}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.3977535353535353, 'AUC-PR': 0.007773250786252115}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7610222222222223, 'AUC-PR': 0.019176760714155732}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7610222222222223, 'AUC-PR': 0.019176760714155732}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999848484848486, 'AUC-PR': 0.9985260714639583}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.7610222222222223, 'AUC-PR': 0.019176760714155732}]"
cbf-type-amplitude,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5480272727272727, 'AUC-PR': 0.011442905291919683}, {'Algorithm': 'COF', 'AUC-ROC': 0.47053989898989895, 'AUC-PR': 0.00901272495407005}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.5598363636363637, 'AUC-PR': 0.010466627748901877}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5562621212121213, 'AUC-PR': 0.010831198902143005}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5088489898989899, 'AUC-PR': 0.009450626166711022}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.575450505050505, 'AUC-PR': 0.01055455549544512}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6870666666666667, 'AUC-PR': 0.0144754374628829}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6870666666666667, 'AUC-PR': 0.0144754374628829}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9877070707070708, 'AUC-PR': 0.30612536057549133}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.687289898989899, 'AUC-PR': 0.014486095577314284}]"
sinus-position-beginning,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5144858585858586, 'AUC-PR': 0.019068978778437523}, {'Algorithm': 'COF', 'AUC-ROC': 0.5142520202020202, 'AUC-PR': 0.011255718218791379}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9985454545454546, 'AUC-PR': 0.8512917543953131}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5859444444444444, 'AUC-PR': 0.01748463152950709}, {'Algorithm': 'LOF', 'AUC-ROC': 0.560820202020202, 'AUC-PR': 0.013339009111760109}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8232373737373738, 'AUC-PR': 0.03630036893321353}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.8318181818181818, 'AUC-PR': 0.20977253935779328}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.8318181818181818, 'AUC-PR': 0.20977253935779328}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.999709090909091, 'AUC-PR': 0.9679597781050804}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.8194484848484849, 'AUC-PR': 0.2065695056309276}]"
sinus-length-500,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5664202105263159, 'AUC-PR': 0.15628518995040558}, {'Algorithm': 'COF', 'AUC-ROC': 0.581920105263158, 'AUC-PR': 0.2162964148621398}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999936842105264, 'AUC-PR': 0.9998804709280794}, {'Algorithm': 'KNN', 'AUC-ROC': 0.635756947368421, 'AUC-PR': 0.2303677406034924}, {'Algorithm': 'LOF', 'AUC-ROC': 0.583534947368421, 'AUC-PR': 0.21964909492646875}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9980995789473683, 'AUC-PR': 0.9666564896436689}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'STOMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999924210526316, 'AUC-PR': 0.999856802410035}, {'Algorithm': 'VALMOD', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}]"
poly-combined-diff-3,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.47337616400779614, 'AUC-PR': 0.009194393635109691}, {'Algorithm': 'COF', 'AUC-ROC': 0.510737505714767, 'AUC-PR': 0.011104331140520033}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.8743935128371713, 'AUC-PR': 0.03971553707428852}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5058230467528092, 'AUC-PR': 0.009649451031581609}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5278500445150268, 'AUC-PR': 0.011581866837353866}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.5492393945956351, 'AUC-PR': 0.01135544337794803}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.3896051396809356, 'AUC-PR': 0.007761447827913057}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.3896051396809356, 'AUC-PR': 0.007761447827913057}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9729618133256335, 'AUC-PR': 0.15511351700266313}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.3895935898361366, 'AUC-PR': 0.007761332088648186}]"
cbf-trend-sinus,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5537939393939393, 'AUC-PR': 0.025542815521548863}, {'Algorithm': 'COF', 'AUC-ROC': 0.46013737373737373, 'AUC-PR': 0.019502936976698117}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999454545454546, 'AUC-PR': 0.9946481753267675}, {'Algorithm': 'KNN', 'AUC-ROC': 0.4906646464646464, 'AUC-PR': 0.02296327386704418}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4541944444444444, 'AUC-PR': 0.019421351602933564}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8057555555555556, 'AUC-PR': 0.02427505782929891}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.5995121212121213, 'AUC-PR': 0.011568747789730802}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.5995121212121213, 'AUC-PR': 0.011568747789730802}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9960242424242425, 'AUC-PR': 0.7561084370851701}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.5999131313131313, 'AUC-PR': 0.011580419504078161}]"
ecg-same-count-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4856353535353535, 'AUC-PR': 0.009691317997850087}, {'Algorithm': 'COF', 'AUC-ROC': 0.4883949494949495, 'AUC-PR': 0.010436397632522465}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999313131313132, 'AUC-PR': 0.993406037321571}, {'Algorithm': 'KNN', 'AUC-ROC': 0.48628232323232323, 'AUC-PR': 0.010691235200162859}, {'Algorithm': 'LOF', 'AUC-ROC': 0.47544343434343433, 'AUC-PR': 0.009485244940967067}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9944151515151515, 'AUC-PR': 0.9704300562651129}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.997709090909091, 'AUC-PR': 0.7222076738847121}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.997709090909091, 'AUC-PR': 0.7222076738847121}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9998222222222222, 'AUC-PR': 0.9830646948655681}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9977161616161616, 'AUC-PR': 0.7227927234840361}]"
sinus-type-pattern,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.47116868686868685, 'AUC-PR': 0.008676681540269052}, {'Algorithm': 'COF', 'AUC-ROC': 0.5327853535353535, 'AUC-PR': 0.01141009329767323}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999989898989899, 'AUC-PR': 0.999900495049505}, {'Algorithm': 'KNN', 'AUC-ROC': 0.3036590909090909, 'AUC-PR': 0.006871247280251069}, {'Algorithm': 'LOF', 'AUC-ROC': 0.537429797979798, 'AUC-PR': 0.011664984399069735}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9960191919191919, 'AUC-PR': 0.6268073703874769}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.5244080808080809, 'AUC-PR': 0.19994383757130993}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.5244080808080809, 'AUC-PR': 0.19994383757130993}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999989898989899, 'AUC-PR': 0.999900495049505}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.532410101010101, 'AUC-PR': 0.21082124373104733}]"
sinus-length-1000,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6009405555555556, 'AUC-PR': 0.270037705041147}, {'Algorithm': 'COF', 'AUC-ROC': 0.5635466666666666, 'AUC-PR': 0.20426892672730923}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999964444444445, 'AUC-PR': 0.9999680614420714}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6475130555555555, 'AUC-PR': 0.28358660450814244}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5747094444444445, 'AUC-PR': 0.24456481267976862}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9993727777777778, 'AUC-PR': 0.9951862971653347}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999524444444445, 'AUC-PR': 0.9995434862266609}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999524444444445, 'AUC-PR': 0.9995434862266609}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999976666666667, 'AUC-PR': 0.9999790452106303}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999526666666667, 'AUC-PR': 0.9995454673248639}]"
sinus-length-100,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6021939393939394, 'AUC-PR': 0.13935647035565915}, {'Algorithm': 'COF', 'AUC-ROC': 0.6100555555555556, 'AUC-PR': 0.13132515961448463}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9998626262626262, 'AUC-PR': 0.9869064145628947}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6578565656565657, 'AUC-PR': 0.13960795775134802}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6049474747474748, 'AUC-PR': 0.13731170289243377}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.995589898989899, 'AUC-PR': 0.7117082753029935}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999656565656566, 'AUC-PR': 0.9966036261751497}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999656565656566, 'AUC-PR': 0.9966036261751497}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9998444444444445, 'AUC-PR': 0.9852288538794016}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999656565656566, 'AUC-PR': 0.9966036261751497}]"
rw-length-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'COF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'kMeans', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'KNN', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9325932593259326, 'AUC-PR': 0.0007407407407407407}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'STOMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}]"
sinus-same-count-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5205911787683353, 'AUC-PR': 0.10459733684273673}, {'Algorithm': 'COF', 'AUC-ROC': 0.5051683918140104, 'AUC-PR': 0.09637505876106205}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9511425779975426, 'AUC-PR': 0.5431437022557518}, {'Algorithm': 'KNN', 'AUC-ROC': 0.4530178192198475, 'AUC-PR': 0.09180753853634807}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5062535425884389, 'AUC-PR': 0.0981126152033146}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9807604818666086, 'AUC-PR': 0.935231133278385}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6617268533797226, 'AUC-PR': 0.12671952707629006}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6617268533797226, 'AUC-PR': 0.12671952707629006}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9035587398453567, 'AUC-PR': 0.3241552046521575}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.65935728123118, 'AUC-PR': 0.12615299573369324}]"
ecg-noise-00%,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.21848282828282828, 'AUC-PR': 0.005795683995130846}, {'Algorithm': 'COF', 'AUC-ROC': 0.5885313131313131, 'AUC-PR': 0.011623529342306772}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.5656848484848485, 'AUC-PR': 0.010331334402189127}, {'Algorithm': 'KNN', 'AUC-ROC': 0.2200737373737374, 'AUC-PR': 0.005783809276538435}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6520353535353536, 'AUC-PR': 0.015015900620028302}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.5850878787878788, 'AUC-PR': 0.011573551795995337}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9910666666666667, 'AUC-PR': 0.7598032087368227}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9910666666666667, 'AUC-PR': 0.7598032087368227}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9973242424242424, 'AUC-PR': 0.7574373143924968}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9913272727272727, 'AUC-PR': 0.7617590788240322}]"
ecg-type-mean,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6867979797979799, 'AUC-PR': 0.062202336590308036}, {'Algorithm': 'COF', 'AUC-ROC': 0.5647944444444444, 'AUC-PR': 0.04631624890542907}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999888888888889, 'AUC-PR': 0.9989223695705797}, {'Algorithm': 'KNN', 'AUC-ROC': 0.799050505050505, 'AUC-PR': 0.06430022619843967}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5849712121212122, 'AUC-PR': 0.05344648434244002}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.995859595959596, 'AUC-PR': 0.6471736729785064}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6838242424242423, 'AUC-PR': 0.27463356885632134}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6838242424242423, 'AUC-PR': 0.27463356885632134}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.999989898989899, 'AUC-PR': 0.9990143669744702}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6891343434343434, 'AUC-PR': 0.2735795336759463}]"
poly-channels-single-of-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.3549757575757576, 'AUC-PR': 0.006914678370568414}, {'Algorithm': 'COF', 'AUC-ROC': 0.43159090909090914, 'AUC-PR': 0.007939531139481036}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9976727272727273, 'AUC-PR': 0.6456710643878695}, {'Algorithm': 'KNN', 'AUC-ROC': 0.751660606060606, 'AUC-PR': 0.018686132330520685}, {'Algorithm': 'LOF', 'AUC-ROC': 0.44041010101010103, 'AUC-PR': 0.008706215332642618}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7537535353535354, 'AUC-PR': 0.022540742229499536}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.3552171717171717, 'AUC-PR': 0.006984162468877284}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.35521717171717165, 'AUC-PR': 0.006984162468877284}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.999211111111111, 'AUC-PR': 0.896514855939937}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.3553727272727273, 'AUC-PR': 0.006985731330746072}]"
poly-combined-diff-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.3547260638297873, 'AUC-PR': 0.042036356175935645}, {'Algorithm': 'COF', 'AUC-ROC': 0.4923401595744681, 'AUC-PR': 0.056319756800401674}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9463033687943263, 'AUC-PR': 0.5094114616075446}, {'Algorithm': 'KNN', 'AUC-ROC': 0.2040188829787234, 'AUC-PR': 0.035771542932046464}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5135481382978723, 'AUC-PR': 0.05935844217683224}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.4168859929078015, 'AUC-PR': 0.05330372970608107}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.2668154255319149, 'AUC-PR': 0.04008338845162102}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.2668154255319149, 'AUC-PR': 0.04008338845162102}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9497054964539008, 'AUC-PR': 0.42124520325072645}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.2667785460992908, 'AUC-PR': 0.040082038039256584}]"
poly-length-100,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6187868686868687, 'AUC-PR': 0.015728433233583985}, {'Algorithm': 'COF', 'AUC-ROC': 0.41092070707070705, 'AUC-PR': 0.008001453454276048}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999929292929293, 'AUC-PR': 0.9993129821907523}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7229525252525252, 'AUC-PR': 0.01834555441224942}, {'Algorithm': 'LOF', 'AUC-ROC': 0.45338383838383844, 'AUC-PR': 0.008747107120818007}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.6499545454545456, 'AUC-PR': 0.013426178800129702}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.5727626262626262, 'AUC-PR': 0.010828111928230882}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.5727626262626262, 'AUC-PR': 0.010828111928230882}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999717171717172, 'AUC-PR': 0.9972650375105568}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.5727777777777778, 'AUC-PR': 0.010828388602113208}]"
rw-diff-count-5,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5624962492196428, 'AUC-PR': 0.1449929705175001}, {'Algorithm': 'COF', 'AUC-ROC': 0.34487993476045276, 'AUC-PR': 0.050171495399168924}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9806700043307712, 'AUC-PR': 0.6720274433842054}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5588241865385499, 'AUC-PR': 0.17009051939724384}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4288861137083325, 'AUC-PR': 0.0685258697427481}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8651719487612877, 'AUC-PR': 0.3386373272891257}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9749007520785493, 'AUC-PR': 0.5903637890945849}]"
rw-diff-count-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.7538915321979718, 'AUC-PR': 0.14230796608493124}, {'Algorithm': 'COF', 'AUC-ROC': 0.6810593929379806, 'AUC-PR': 0.13796534718907158}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.998244647174082, 'AUC-PR': 0.745361023873562}, {'Algorithm': 'KNN', 'AUC-ROC': 0.77767431253682, 'AUC-PR': 0.4510115624552929}, {'Algorithm': 'LOF', 'AUC-ROC': 0.7064424949414834, 'AUC-PR': 0.2985982580476267}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.978652709194548, 'AUC-PR': 0.43956828047698726}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999729945719089, 'AUC-PR': 0.9973555374826555}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999729945719089, 'AUC-PR': 0.9973555374826555}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9979775934962928, 'AUC-PR': 0.8073913878795856}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999729945719089, 'AUC-PR': 0.9973555374826555}]"
poly-same-count-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5825756089707409, 'AUC-PR': 0.1314895861513627}, {'Algorithm': 'COF', 'AUC-ROC': 0.566902003038608, 'AUC-PR': 0.14912069862026758}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9965723131357807, 'AUC-PR': 0.9677291310688478}, {'Algorithm': 'KNN', 'AUC-ROC': 0.571785323356385, 'AUC-PR': 0.2309247574794131}, {'Algorithm': 'LOF', 'AUC-ROC': 0.60588234137522, 'AUC-PR': 0.24222033252855252}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.6418460469411283, 'AUC-PR': 0.1617379677757419}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6028021536736254, 'AUC-PR': 0.11610465518690309}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6028021536736254, 'AUC-PR': 0.11610465518690309}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9776987540226397, 'AUC-PR': 0.8487588525338488}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6028787203055633, 'AUC-PR': 0.11612595972822477}]"
